Date,Open,High,Low,Close(t),Adj Close,Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,Capital Gains,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1),SnP(t-5),DJIA_Close,DJIA(t-1),DJIA(t-5),Close_forcast
2020-10-15,13.810750007629395,14.005749702453613,13.767749786376953,13.970000267028809,13.932670593261719,267224000,0.6924939166354958,14.717075254688229,11.947099588146244,14.095250129699707,14.248250007629395,14.22599983215332,13.838749885559082,14.290499687194824,14.060449981689453,13.854624938964843,13.332087421417237,12.766890010833741,8.988363745212554,14.015924303472122,14.015924303472122,14.015924303472122,14.015924303472122,14.015924303472122,0.43673939094128933,0.39501278397537776,0.4856314071849863,23.17501938197899,1333.3333333333335,2.611188218863229,59.77867653371531,-23.67844386149441,76.32155613850558,0.01829902548615626,-33469769.302368164,402573021.2402344,2020-10-15,15,3,289,42,0,0,0,0,0,0,1,2020,10,283.28997802734375,0.0,285.2039489746094,287.60626220703125,274.80401611328125,278.1026916503906,271.9178665161133,272.6798461914062,3483.340087890625,3488.669921875,3446.830078125,28494.19921875,28514.0,28425.509765625,13.81149959564209
2020-10-16,14.036749839782715,14.121500015258789,13.792499542236328,13.81149959564209,13.774593353271484,242392000,0.6449635902316517,14.703127082044114,12.123272721117507,13.970000267028809,14.095250129699707,14.248250007629395,13.762749671936035,13.810750007629395,14.070199966430664,13.929549884796142,13.41319990158081,12.816410007476806,9.027432494163513,13.947782734195446,13.947782734195446,13.947782734195446,13.947782734195446,13.947782734195446,0.40774873989160376,0.397559975158623,0.4744434833162345,23.29562892775843,1333.3333333333333,5.735990740001177,57.118033666652344,-37.94387724503486,62.05612275496514,0.019070909925433043,-38419294.73876953,393220325.83618164,2020-10-16,16,4,290,42,0,0,0,0,0,0,1,2020,10,281.7372741699219,0.0,283.28997802734375,285.2039489746094,279.0030517578125,279.4893524169922,272.9744644165039,272.95073364257814,3483.81005859375,3483.340087890625,3477.139892578125,28606.310546875,28494.19921875,28586.900390625,13.497750282287598
2020-10-19,13.902999877929688,13.983499526977539,13.406749725341797,13.497750282287598,13.46168327331543,298068000,0.6095700053780616,14.681364923399554,12.24308490188731,13.81149959564209,13.970000267028809,14.095250129699707,14.22599983215332,14.036749839782715,13.92455005645752,13.915074920654297,13.462224912643432,12.862375011444092,9.065412495136261,13.797771916892831,13.797771916892831,13.797771916892831,13.797771916892831,13.797771916892831,0.355360122307113,0.3891200045883211,0.48175107748191365,22.303068835324947,1333.3333333333333,-1.0610199173754882,52.16828435581154,-65.56836757494149,34.4316324250585,0.008633271769343939,-93518630.33294678,292255739.9482727,2020-10-19,19,0,293,43,0,0,0,0,0,0,1,2020,10,277.1378479003906,0.0,281.7372741699219,283.28997802734375,287.615966796875,279.8448059082031,273.76984252929685,273.19154479980466,3426.919921875,3483.81005859375,3534.219970703125,28195.419921875,28606.310546875,28837.51953125,13.645500183105469
2020-10-20,13.583499908447266,13.799750328063965,13.506999969482422,13.645500183105469,13.609037399291992,229212000,0.5787003854036745,14.670013209009253,12.355211667394554,13.497750282287598,13.81149959564209,13.970000267028809,14.248250007629395,13.902999877929688,13.804000091552734,13.905974960327148,13.512612438201904,12.91198501586914,9.104007496833802,13.747014672297045,13.747014672297045,13.747014672297045,13.747014672297045,13.747014672297045,0.3220515379707507,0.375706311264807,0.4689117180743746,21.381405892350994,1333.3333333333335,-0.6624657277083963,54.1818980111624,-54.181097338680274,45.81890266131972,0.01218105092244664,33866050.26626587,230988510.1661682,2020-10-20,20,1,294,43,0,0,0,0,0,0,1,2020,10,277.7335510253906,0.0,277.1378479003906,281.7372741699219,287.60626220703125,280.7480865478516,274.3523376464844,273.46692626953126,3443.1201171875,3426.919921875,3511.929931640625,28308.7890625,28195.419921875,28679.810546875,13.524749755859375
2020-10-21,13.625,13.791500091552734,13.477499961853027,13.524749755859375,13.48861026763916,219596000,0.47771695168149547,14.538096342709304,12.627228535983322,13.645500183105469,13.497750282287598,13.81149959564209,14.095250129699707,13.583499908447266,13.689900016784668,13.862049961090088,13.582662439346313,12.965480003356934,9.141639995574952,13.672926366817823,13.672926366817823,13.672926366817823,13.672926366817823,13.672926366817823,0.28265245304974584,0.35709553962179486,0.4578466046190412,20.440675674973217,1333.3333333333335,-3.145588658623995,52.24609918945657,-63.4874842708125,36.51251572918749,0.012125307505473757,-26516310.821533203,307654001.02615356,2020-10-21,21,2,295,43,0,0,0,0,0,0,1,2020,10,277.51873779296875,0.0,277.7335510253906,277.1378479003906,285.2039489746094,281.1650634765625,275.33032989501953,273.8380065917969,3435.56005859375,3443.1201171875,3488.669921875,28210.8203125,28308.7890625,28514.0,13.361000061035156
2020-10-22,13.522500038146973,13.611749649047852,13.231749534606934,13.361000061035156,13.325298309326172,290480000,0.38453591639155704,14.40238429654349,12.864240630977262,13.524749755859375,13.645500183105469,13.497750282287598,13.970000267028809,13.625,13.568099975585938,13.814274978637695,13.633312463760376,13.003894996643066,9.178397495746612,13.568950931556936,13.568950931556936,13.568950931556936,13.568950931556936,13.568950931556936,0.23550045982879375,0.33277652366319466,0.4522861410348895,19.080595591593156,1333.3333333333333,-3.4522614287759046,49.65521851999787,-87.71927297987607,12.280727020123937,0.012257711224842158,-47566011.35253906,294256381.8359375,2020-10-22,22,3,296,43,0,0,0,0,0,0,1,2020,10,277.509033203125,0.0,277.51873779296875,277.7335510253906,283.28997802734375,281.43556518554686,276.2477767944336,274.0786242675781,3453.489990234375,3435.56005859375,3483.340087890625,28363.66015625,28210.8203125,28494.19921875,13.590250015258789
2020-10-23,13.449999809265137,13.593250274658203,13.291250228881836,13.590250015258789,13.553935050964355,233484000,0.34095375119677535,14.351044980268307,12.987229975481204,13.361000061035156,13.524749755859375,13.645500183105469,13.81149959564209,13.522500038146973,13.523850059509277,13.797025012969971,13.669137477874756,13.046840000152589,9.215971245765687,13.576050626124221,13.576050626124221,13.576050626124221,13.576050626124221,13.576050626124221,0.21416199470966468,0.30905361787248864,0.4415514199449951,17.817664085597382,1333.3333333333333,-1.2533807617600896,53.15746998487227,-67.89789564115395,32.10210435884605,0.016633420139817993,53526196.31195068,167291351.90963745,2020-10-23,23,4,297,43,0,0,0,0,0,0,1,2020,10,278.05584716796875,0.0,277.509033203125,277.51873779296875,281.7372741699219,281.3408447265625,276.89130859375,274.3180682373047,3465.389892578125,3453.489990234375,3483.81005859375,28335.5703125,28363.66015625,28606.310546875,13.141249656677246
2020-10-26,13.427000045776367,13.692749977111816,13.03849983215332,13.141249656677246,13.106134414672852,336896000,0.3312425025923587,14.33693497352273,13.011964963153297,13.590250015258789,13.361000061035156,13.524749755859375,13.497750282287598,13.449999809265137,13.452549934387207,13.688549995422363,13.674449968338013,13.078384990692138,9.251137495040894,13.431116969641897,13.431116969641897,13.431116969641897,13.431116969641897,13.431116969641897,0.1591855390775212,0.27908000211349515,0.45674418601738803,17.319581189246886,1333.3333333333335,-7.625124337653537,46.35575215443002,-92.15650445715201,7.84349554284799,0.019978686780994293,-151266424.8046875,35795135.7421875,2020-10-26,26,0,300,44,0,0,0,0,0,0,1,2020,10,273.88604736328125,0.0,278.05584716796875,277.509033203125,277.1378479003906,279.9678527832031,277.0509719848633,274.48036682128907,3400.969970703125,3465.389892578125,3426.919921875,27685.380859375,28335.5703125,28195.419921875,13.396750450134277
2020-10-27,13.305999755859375,13.442000389099121,13.191499710083008,13.396750450134277,13.360952377319336,250520000,0.32110283564842623,14.325205663667457,13.040794321073754,13.141249656677246,13.590250015258789,13.361000061035156,13.645500183105469,13.427000045776367,13.402799987792969,13.603400039672852,13.682999992370606,13.099580001831054,9.286623747348786,13.419661463139358,13.419661463139358,13.419661463139358,13.419661463139358,13.419661463139358,0.1346805668884823,0.2502001150684926,0.4456017964748514,16.85707564263571,1333.3333333333335,-5.976169403534972,50.25627529283842,-72.65263334146262,27.347366658537386,0.02195643775228021,64008058.77685547,42839040.41290283,2020-10-27,27,1,301,44,0,0,0,0,0,0,1,2020,10,276.02459716796875,0.0,273.88604736328125,278.05584716796875,277.7335510253906,278.8096862792969,277.37859497070315,274.62372009277345,3390.679931640625,3400.969970703125,3443.1201171875,27463.189453125,27685.380859375,28308.7890625,12.626999855041504
2020-10-28,13.197999954223633,13.260000228881836,12.609000205993652,12.626999855041504,12.593256950378418,376520000,0.39802790799863935,14.433880780520594,12.841769148526035,13.396750450134277,13.141249656677246,13.590250015258789,13.524749755859375,13.305999755859375,13.223250007629394,13.456575012207031,13.637824964523315,13.106905002593994,9.318848745822907,13.155440927106742,13.155440927106742,13.155440927106742,13.155440927106742,13.155440927106742,0.05254208745219202,0.2106685095452325,0.47004097130812095,17.725721576334127,1333.3333333333333,-10.41663156842101,40.66345269393223,-98.96524009346501,1.0347599065349853,0.03294194776958661,-289826494.06433105,-340186029.7012329,2020-10-28,28,2,302,44,0,0,0,0,0,0,1,2020,10,265.2633056640625,0.0,276.02459716796875,273.88604736328125,277.51873779296875,276.8156219482422,277.07586975097655,274.5000927734375,3271.030029296875,3390.679931640625,3435.56005859375,26519.94921875,27463.189453125,28210.8203125,13.02400016784668
