Date,Open,High,Low,Close(t),Adj Close,Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,Close_forcast
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,117.96321105957031,112559200,4.756453478255734,124.26790688021752,105.24209296719458,121.19000244140625,121.0999984741211,124.4000015258789,114.97000122070312,121.0,120.8740005493164,117.71000061035156,114.75499992370605,116.92299942016602,88.5934997177124,120.20296767320559,120.20296767320559,120.20296767320559,120.20296767320559,120.20296767320559,1.6900424642460905,0.7898006270685816,4.21551163484948,19.778213738004233,1333.3333333333335,3.356450156876525,56.8154942481533,-35.53531477484304,64.46468522515696,0.03366642558773058,-54028793.853759766,1167239213.1530762,2020-10-15,15,3,289,42,0,0,0,0,0,0,1,2020,10,119.0199966430664
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,116.31168365478516,115393800,4.460224439752755,124.28444881847035,106.44355105945932,120.70999908447266,121.19000244140625,121.0999984741211,116.97000122070312,118.72000122070312,121.28399963378907,118.31000061035157,115.36399993896484,117.02534942626953,88.81316219329834,119.80864399649253,119.80864399649253,119.80864399649253,119.80864399649253,119.80864399649253,1.6417925271170617,0.9601990070782777,4.110118339014807,19.475874413022638,1333.3333333333333,5.30879506123936,54.01124615383406,-48.36752947773688,51.63247052226312,0.03490202536524447,-195015803.72314453,1405496519.215393,2020-10-16,16,4,290,42,0,0,0,0,0,0,1,2020,10,115.9800033569336
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,113.34085083007812,120639300,4.283977261185103,124.22695453762898,107.09104549288858,119.0199966430664,120.70999908447266,121.19000244140625,124.4000015258789,121.27999877929688,119.6,118.25800094604492,115.65900001525878,117.12269943237305,89.02127471923828,118.53243044997289,118.53243044997289,118.53243044997289,118.53243044997289,118.53243044997289,1.342773396545354,1.036713884971693,4.156538065287745,18.221214660571913,1333.3333333333335,-0.4463490498424088,49.297714721811694,-71.45024556573966,28.549754434260333,0.012330823932381978,-366742662.0437622,711772054.0809631,2020-10-19,19,0,293,43,0,0,0,0,0,0,1,2020,10,117.51000213623047
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,114.8360366821289,124423700,4.203279725992441,124.3505596961255,107.53744079215575,115.9800033569336,119.0199966430664,120.70999908447266,121.0999984741211,119.95999908447266,118.88200073242187,118.69300079345703,115.94400024414062,117.21834945678711,89.23407474517822,118.19162101205876,118.19162101205876,118.19162101205876,118.19162101205876,118.19162101205876,1.2152480726904002,1.0724207225154345,4.098928639446879,17.04737206235535,1333.3333333333335,3.8441130552717118,51.587641490668055,-59.832941146483236,40.167058853516764,0.014695364409413254,190368109.1156006,709215659.5664978,2020-10-20,20,1,294,43,0,0,0,0,0,0,1,2020,10,116.87000274658203
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,114.2105941772461,89946000,3.6557458195173185,123.74299188317526,109.12000860510598,117.51000213623047,115.9800033569336,119.0199966430664,121.19000244140625,116.19999694824219,118.01800079345703,118.87200088500977,116.43150024414062,117.36824951171874,89.44543724060058,117.75108159023318,117.75108159023318,117.75108159023318,117.75108159023318,117.75108159023318,1.0504320064196548,1.0680229792962788,3.9675767463599927,15.9573753640114,1333.3333333333333,1.5554404649342874,50.55899615582208,-64.69246642081127,35.30753357918872,0.014248314720871189,-57565385.10131836,876973500.0,2020-10-21,21,2,295,43,0,0,0,0,0,0,1,2020,10,115.75
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,113.1160888671875,101988000,3.113009668535256,123.03401952017597,110.58198084603495,116.87000274658203,117.51000213623047,115.9800033569336,120.70999908447266,116.66999816894531,117.0260009765625,118.95000076293945,116.80800018310546,117.42304946899414,89.64519973754882,117.0840543934888,117.0840543934888,117.0840543934888,117.0840543934888,117.0840543934888,0.8199869262075907,1.0184157686785411,3.9306073057369018,15.271318783335301,1333.3333333333335,0.6784367843917335,48.72785634325344,-73.36377349638794,26.636226503612058,0.014155104802438855,-114226840.1184082,767969515.5029297,2020-10-22,22,3,296,43,0,0,0,0,0,0,1,2020,10,115.04000091552734
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,112.42224884033203,82572600,2.9590885762444668,122.86417744240593,111.02782313742806,115.75,116.87000274658203,117.51000213623047,119.0199966430664,117.44999694824219,116.2300018310547,118.75700073242187,116.946000289917,117.42364944458008,89.83336223602295,116.40270323416831,116.40270323416831,116.40270323416831,116.40270323416831,116.40270323416831,0.5734561024800229,0.9294238354388374,3.8119928033600474,14.728920175500148,1333.3333333333333,-1.6499959690811565,47.552103123743336,-78.76711533392248,21.232884666077528,0.013792299776848963,-58626470.402526855,227900552.394104,2020-10-23,23,4,297,43,0,0,0,0,0,0,1,2020,10,115.05000305175781
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,112.4320297241211,111850700,2.955976092618621,122.86245267351849,111.03854830304401,115.04000091552734,115.75,116.87000274658203,115.9800033569336,116.38999938964844,116.04400177001953,117.82200088500977,116.95050048828125,117.42649948120118,90.02069976806641,115.95180317336482,115.95180317336482,115.95180317336482,115.95180317336482,115.95180317336482,0.37456795113942576,0.8184526585789551,3.8018508744300332,14.649882833114942,1333.3333333333335,-7.516075851635754,47.57129545175729,-82.65383351090527,17.346166489094724,0.008954440075137864,1118745.938873291,10067006.743621826,2020-10-26,26,0,300,44,0,0,0,0,0,0,1,2020,10,116.5999984741211
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,113.94673156738281,92276800,2.8804555622318713,122.83691171955653,111.31508947062903,115.05000305175781,115.04000091552734,115.75,117.51000213623047,114.01000213623047,115.86200103759765,117.37200088500977,117.07600059509278,117.46634948730468,90.20749977111817,116.16786827361692,116.16786827361692,116.16786827361692,116.16786827361692,116.16786827361692,0.33812167878315336,0.7223864626197948,3.726004230811426,14.293281918466763,1333.3333333333335,-3.715937288770193,50.588795946485476,-70.26378428881675,29.73621571118325,0.009070206659738728,143028617.59033203,231614965.12451172,2020-10-27,27,1,301,44,0,0,0,0,0,0,1,2020,10,111.19999694824219
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,108.66962432861328,143937800,3.158159945300121,123.16182045517543,110.52918067397495,116.5999984741211,115.05000305175781,115.04000091552734,116.87000274658203,115.48999786376953,114.72799987792969,116.37300033569336,116.84550056457519,117.37909942626953,90.37264976501464,114.51191116515868,114.51191116515868,114.51191116515868,114.51191116515868,114.51191116515868,-0.125055684002362,0.5528980332953635,3.8527182143248955,14.932995243304473,1333.3333333333335,-8.243258760551718,41.604795496363195,-99.30022065980111,0.6997793401988982,0.02228186374310885,-777264339.6316528,-663553345.8526611,2020-10-28,28,2,302,44,0,0,0,0,0,0,1,2020,10,115.31999969482422
