Date,Open,High,Low,Close(t),Adj Close,Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,Close_forcast
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,212.19680786132812,22733100,6.802526422778381,223.8510535169435,196.64094782582995,220.86000061035156,222.86000061035156,221.39999389648438,210.5800018310547,223.0,220.1179992675781,214.3480010986328,210.24600067138672,211.9908004760742,187.14995010375978,218.94932173504998,218.94932173504998,218.94932173504998,218.94932173504998,218.94932173504998,2.706047429717785,1.0193538196286456,5.635961558844015,15.542887202642943,1333.3333333333335,3.3888716561789725,58.20606390579923,-27.219240892059215,72.78075910794078,0.016376766673380408,-27279650.624084473,380779425.0,2020-10-15,15,3,289,42,0,0,0,0,0,0,1,2020,10,219.66000366210938
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,212.19680786132812,26057900,6.696931688349802,224.60336426170937,197.81563750831015,219.66000366210938,220.86000061035156,222.86000061035156,215.80999755859375,217.10000610351562,220.88800048828125,215.69500122070312,211.20950088500976,212.0570004272461,187.44515014648437,219.18621571073646,219.18621571073646,219.18621571073646,219.18621571073646,219.18621571073646,2.8626679115430704,1.3880166380115306,5.445534730491874,15.537501474970972,1333.3333333333335,6.532810059270912,58.20606390579923,-27.219240892059215,72.78075910794078,0.013775285193446257,0.0,502135844.33135986,2020-10-16,16,4,290,42,0,0,0,0,0,0,1,2020,10,214.22000122070312
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,206.94161987304688,27625800,6.403989742121302,224.60148076598088,198.9855217974957,219.66000366210938,219.66000366210938,220.86000061035156,221.39999389648438,220.14999389648438,219.452001953125,216.0790008544922,211.7935012817383,212.09180053710938,187.72315017700194,217.53081088072537,217.53081088072537,217.53081088072537,217.53081088072537,217.53081088072537,2.518792961390375,1.6141719026872996,5.669425237674932,14.45361008886662,1333.3333333333333,1.825266778575088,51.412023652992225,-53.898998637260625,46.10100136273937,0.011775007335702773,-150284419.44580078,322669563.19885254,2020-10-19,19,0,293,43,0,0,0,0,0,0,1,2020,10,214.64999389648438
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,207.35699462890625,22753500,6.347933714359696,224.85086849683464,199.45913363939584,214.22000122070312,219.66000366210938,219.66000366210938,222.86000061035156,220.4199981689453,217.81000061035155,216.9529998779297,212.15500106811524,212.21980041503906,188.0012501525879,216.57053855264505,216.57053855264505,216.57053855264505,216.57053855264505,216.57053855264505,2.254972482143444,1.7423320185785285,5.570180490647927,13.563421734084047,1333.3333333333335,4.244568053486608,51.89003866806763,-51.790157594334715,48.209842405665285,0.010620258744530002,9783838.348388672,164507707.78656006,2020-10-20,20,1,294,43,0,0,0,0,0,0,1,2020,10,214.8000030517578
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,207.50192260742188,22724900,5.752708620335402,224.3709186444794,201.3600841631378,214.64999389648438,214.22000122070312,219.66000366210938,220.86000061035156,215.8000030517578,216.5980010986328,217.45,212.8655014038086,212.44820037841797,188.2873501586914,215.9803600523493,215.9803600523493,215.9803600523493,215.9803600523493,215.9803600523493,2.0345443756653196,1.8007744899958866,5.443739245012919,12.736818261785944,1333.3333333333333,2.368584652972904,52.06720730780546,-51.054457938798706,48.945542061201294,0.01113778160097668,3408943.05267334,322920981.57196045,2020-10-21,21,2,295,43,0,0,0,0,0,0,1,2020,10,214.88999938964844
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,207.58885192871094,22351500,5.2935824524305355,224.0376661560818,202.86333634635963,214.8000030517578,214.64999389648438,214.22000122070312,219.66000366210938,213.1199951171875,215.6440002441406,217.88099975585936,213.45050125122071,212.5622003173828,188.5613501739502,215.6169064981157,215.6169064981157,215.6169064981157,215.6169064981157,215.6169064981157,1.8458377963969212,1.8097871512760935,5.3663293425371075,12.256011146816054,1333.3333333333333,2.0467269071692757,52.180981629523835,-50.61308304628,49.38691695372,0.011449495277766454,2011553.1463623047,261512481.78863525,2020-10-22,22,3,296,43,0,0,0,0,0,0,1,2020,10,216.22999572753906
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,208.88333129882812,18879600,5.154992576785785,224.1809858249583,203.56101551781515,214.88999938964844,214.8000030517578,214.64999389648438,219.66000366210938,213.92999267578125,214.95799865722657,217.9229995727539,213.87100067138672,212.71280029296875,188.83205017089844,215.8212695745902,215.8212695745902,215.8212695745902,215.8212695745902,215.8212695745902,1.7838498675551762,1.80459969453191,5.205876897869278,11.758150754735267,1333.3333333333333,0.19461478786740657,53.93426838635038,-44.04125186431875,55.95874813568125,0.012343509720492144,25298594.860839844,158777217.05932617,2020-10-23,23,4,297,43,0,0,0,0,0,0,1,2020,10,210.0800018310547
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,202.94227600097656,37111600,5.127954695382361,224.15891003163387,203.64709125010444,216.22999572753906,214.88999938964844,214.8000030517578,214.22000122070312,215.02999877929688,214.12999877929687,216.79100036621094,213.90300064086915,212.73640045166016,189.07575019836426,213.90751366007837,213.90751366007837,213.90751366007837,213.90751366007837,213.90751366007837,1.2243572493122201,1.688551205487972,5.422599279048258,12.269583895511477,1333.3333333333333,-5.112914352979772,45.65976844601054,-81.8280172410236,18.171982758976398,0.013961571111974259,-228236113.48876953,23751401.348876953,2020-10-26,26,0,300,44,0,0,0,0,0,0,1,2020,10,213.25
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,206.0045928955078,36700300,4.8888990195821584,223.98029895469165,204.42470287636303,210.0800018310547,216.22999572753906,214.88999938964844,214.64999389648438,213.85000610351562,213.85,215.8300003051758,214.20250091552734,212.79580047607422,189.32560020446778,213.68834244005228,213.68834244005228,213.68834244005228,213.68834244005228,213.68834244005228,1.0249328895298788,1.5558275422963537,5.363127640394142,12.744486097660815,1333.3333333333335,-4.312124465598332,49.92431512926743,-69.90067964481179,30.099320355188215,0.016347672932933387,116339883.79974365,219834998.60076904,2020-10-27,27,1,301,44,0,0,0,0,0,0,1,2020,10,202.67999267578125
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,195.793701171875,51195600,5.472280164715994,224.76456078719568,202.8754401283317,213.25,210.0800018310547,216.22999572753906,214.8000030517578,211.58999633789062,211.42599792480468,214.01199951171876,213.82000045776368,212.61960021972655,189.52835014343262,210.01889251862863,210.01889251862863,210.01889251862863,210.01889251862863,210.01889251862863,0.01381711865701618,1.2474254575684862,5.776475230114873,14.422126727520796,1333.3333333333335,-8.231462412537107,38.9483757520026,-97.4903221248474,2.509677875152604,0.02692295687703517,-541137866.9677734,-391646808.7097168,2020-10-28,28,2,302,44,0,0,0,0,0,0,1,2020,10,204.72000122070312
